age,appearances,assists,birth_date,birthplace,career_summary,club,created_at,current_situation,display_name,goals,height_cm,id,last_verified_at,league,name,nationality,photo_storage_path,photo_url,position,preferred_foot,shirt_number,slug,source_url,status,strengths,team_id,updated_at,weight_kg
,,,1990-10-28,,,Al-Rayyan,2026-05-17T20:17:29.167+00:00,,Abdulaziz Hatem,,,3939,,,Abdulaziz Hatem,Qatar,,,MF,,,abdulaziz-hatem,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:25.511+00:00,
,,,1996-10-22,,,Al-Wakrah,2026-05-17T20:17:29.767+00:00,,Assim Madibo,,,3941,,,Assim Madibo,Qatar,,,MF,,,assim-madibo,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:26.037+00:00,
,,,1993-01-25,,,Al-Arabi,2026-05-17T20:17:30.379+00:00,,Ahmed Fathy,,,3943,,,Ahmed Fathy,Qatar,,,MF,,,ahmed-fathy,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:26.637+00:00,
,,,2003-10-30,,,Al-Shamal,2026-05-17T20:17:30.932+00:00,,Mohamed Al-Mannai,,,3945,,,Mohamed Al-Mannai,Qatar,,,MF,,,mohamed-al-mannai,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:27.15+00:00,
,,,1990-12-11,,,Al-Sadd,2026-05-17T20:17:31.719+00:00,,Hassan Al-Haydos ( captain ),,,3947,,,Hassan Al-Haydos ( captain ),Qatar,,,FW,,,hassan-al-haydos-captain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:27.717+00:00,
,,,1996-11-18,,,Al-Sadd,2026-05-17T20:17:32.804+00:00,,Akram Afif,,,3949,,,Akram Afif,Qatar,,,FW,,,akram-afif,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:28.235+00:00,
,,,1993-12-20,,,Al-Gharafa,2026-05-17T20:17:33.345+00:00,,Mohammed Muntari,,,3951,,,Mohammed Muntari,Qatar,,,FW,,,mohammed-muntari,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:28.761+00:00,
,,,1999-08-06,,,Al-Wakrah,2026-05-17T20:17:33.882+00:00,,Yusuf Abdurisag,,,3953,,,Yusuf Abdurisag,Qatar,,,FW,,,yusuf-abdurisag,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:29.277+00:00,
,,,2000-09-22,,,Al-Gharafa,2026-05-17T20:17:34.397+00:00,,Ahmed Al-Ganehi,,,3955,,,Ahmed Al-Ganehi,Qatar,,,FW,,,ahmed-al-ganehi,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:29.791+00:00,
,,,1997-09-20,,,Ulsan HD,2026-05-17T20:17:11.515+00:00,,Lee Dong-gyeong,,,3890,,,Lee Dong-gyeong,South Korea,,,MF,,,lee-dong-gyeong,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,54,2026-05-17T20:24:12.666+00:00,
,,,2002-05-09,,,Swansea City,2026-05-17T20:17:12.151+00:00,,Eom Ji-sung,,,3892,,,Eom Ji-sung,South Korea,,,MF,,,eom-ji-sung,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,54,2026-05-17T20:24:13.18+00:00,
,,,1992-07-08,,,Los Angeles FC,2026-05-17T20:17:12.719+00:00,,Son Heung-min ( captain ),,,3894,,,Son Heung-min ( captain ),South Korea,,,FW,,,son-heung-min-captain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,54,2026-05-17T20:24:13.684+00:00,
,,,2001-04-12,,,Beşiktaş,2026-05-17T20:17:13.38+00:00,,Oh Hyeon-gyu,,,3896,,,Oh Hyeon-gyu,South Korea,,,FW,,,oh-hyeon-gyu,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,54,2026-05-17T20:24:14.205+00:00,
,,,1998-08-16,,,Rijeka,2026-05-17T20:17:13.896+00:00,,Martin Zlomislić,,,3898,,,Martin Zlomislić,Bosnia and Herzegovina,,,GK,,,martin-zlomislic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:14.719+00:00,
,,,1993-06-20,,,Atalanta,2026-05-17T20:17:14.509+00:00,,Sead Kolašinac,,,3900,,,Sead Kolašinac,Bosnia and Herzegovina,,,DF,,,sead-kolasinac,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:15.245+00:00,
,,,2002-08-18,,,Benfica,2026-05-17T20:17:15.312+00:00,,Amar Dedić,,,3902,,,Amar Dedić,Bosnia and Herzegovina,,,DF,,,amar-dedic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:15.775+00:00,
,,,2003-02-28,,,Sassuolo,2026-05-17T20:17:15.881+00:00,,Tarik Muharemović,,,3904,,,Tarik Muharemović,Bosnia and Herzegovina,,,DF,,,tarik-muharemovic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:16.295+00:00,
,,,1997-09-05,,,Rijeka,2026-05-17T20:17:16.555+00:00,,Stjepan Radeljić,,,3906,,,Stjepan Radeljić,Bosnia and Herzegovina,,,DF,,,stjepan-radeljic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:16.81+00:00,
,,,1997-03-08,,,Hull City,2026-05-17T20:17:17.115+00:00,,Amir Hadžiahmetović,,,3908,,,Amir Hadžiahmetović,Bosnia and Herzegovina,,,MF,,,amir-hadziahmetovic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:17.345+00:00,
,,,2002-04-06,,,Young Boys,2026-05-17T20:17:18.089+00:00,,Armin Gigović,,,3910,,,Armin Gigović,Bosnia and Herzegovina,,,MF,,,armin-gigovic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:17.866+00:00,
,,,2002-04-30,,,Astana,2026-05-17T20:17:18.965+00:00,,Ivan Bašić,,,3912,,,Ivan Bašić,Bosnia and Herzegovina,,,MF,,,ivan-basic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:18.386+00:00,
,,,2001-01-20,,,Viktoria Plzeň,2026-05-17T20:17:19.484+00:00,,Amar Memić,,,3914,,,Amar Memić,Bosnia and Herzegovina,,,MF,,,amar-memic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:18.898+00:00,
,,,2007-09-21,,,Red Bull Salzburg,2026-05-17T20:17:20.137+00:00,,Kerim Alajbegović,,,3916,,,Kerim Alajbegović,Bosnia and Herzegovina,,,MF,,,kerim-alajbegovic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:19.402+00:00,
,,,1986-03-17,,,Schalke 04,2026-05-17T20:17:21.37+00:00,,Edin Džeko ( captain ),,,3918,,,Edin Džeko ( captain ),Bosnia and Herzegovina,,,FW,,,edin-dzeko-captain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:19.931+00:00,
,,,2004-01-31,,,Jagiellonia Białystok,2026-05-17T20:17:22.596+00:00,,Samed Baždar,,,3920,,,Samed Baždar,Bosnia and Herzegovina,,,FW,,,samed-bazdar,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:20.444+00:00,
,,,1998-11-28,,,Universitatea Cluj,2026-05-17T20:17:23.826+00:00,,Jovo Lukić,,,3922,,,Jovo Lukić,Bosnia and Herzegovina,,,FW,,,jovo-lukic,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,57,2026-05-17T20:24:20.983+00:00,
,,,1999-04-24,,,Al-Duhail,2026-05-17T20:17:24.348+00:00,,Salah Zakaria,,,3924,,,Salah Zakaria,Qatar,,,GK,,,salah-zakaria,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:21.498+00:00,
,,,2000-04-18,,,Al-Shahaniya,2026-05-17T20:17:25.174+00:00,,Shehab Ellethy,,,3926,,,Shehab Ellethy,Qatar,,,GK,,,shehab-ellethy,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:22.029+00:00,
,,,1990-08-06,,,Al-Sadd,2026-05-17T20:17:25.717+00:00,,Pedro Miguel,,,3928,,,Pedro Miguel,Qatar,,,DF,,,pedro-miguel,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:22.568+00:00,
,,,1997-12-16,,,Al-Duhail,2026-05-17T20:17:26.282+00:00,,Bassam Al-Rawi,,,3930,,,Bassam Al-Rawi,Qatar,,,DF,,,bassam-al-rawi,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:23.094+00:00,
,,,1990-07-03,,,Al-Wakrah,2026-05-17T20:17:27.062+00:00,,Lucas Mendes,,,3932,,,Lucas Mendes,Qatar,,,DF,,,lucas-mendes,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:23.598+00:00,
,,,2003-08-15,,,Al-Arabi,2026-05-17T20:17:27.851+00:00,,Al-Hashmi Al-Hussain,,,3934,,,Al-Hashmi Al-Hussain,Qatar,,,DF,,,al-hashmi-al-hussain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:24.12+00:00,
,,,1997-12-22,,,Al-Arabi,2026-05-17T20:17:28.38+00:00,,Issa Laye,,,3936,,,Issa Laye,Qatar,,,DF,,,issa-laye,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:24.638+00:00,
,,,1997-01-10,,,Qatar SC,2026-05-17T20:17:28.908+00:00,,Niall Mason,,,3938,,,Niall Mason,Qatar,,,DF,,,niall-mason,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:25.156+00:00,
,,,1990-09-16,,,Al-Duhail,2026-05-17T20:17:29.427+00:00,,Karim Boudiaf,,,3940,,,Karim Boudiaf,Qatar,,,MF,,,karim-boudiaf,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:25.779+00:00,
,,,1999-09-18,,,Al-Shamal,2026-05-17T20:17:30.029+00:00,,Mohammed Waad,,,3942,,,Mohammed Waad,Qatar,,,MF,,,mohammed-waad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:26.292+00:00,
,,,2002-02-20,,,Al-Rayyan,2026-05-17T20:17:30.684+00:00,,Jassem Gaber,,,3944,,,Jassem Gaber,Qatar,,,MF,,,jassem-gaber,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:26.892+00:00,
,,,2006-06-16,,,Al-Duhail,2026-05-17T20:17:31.46+00:00,,Tahsin Jamshid,,,3946,,,Tahsin Jamshid,Qatar,,,MF,,,tahsin-jamshid,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:27.451+00:00,
,,,1983-11-08,,,Qatar SC,2026-05-17T20:17:32.241+00:00,,Sebastián Soria,,,3948,,,Sebastián Soria,Qatar,,,FW,,,sebastian-soria,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:27.983+00:00,
,,,1996-08-19,,,Al-Duhail,2026-05-17T20:17:33.068+00:00,,Almoez Ali,,,3950,,,Almoez Ali,Qatar,,,FW,,,almoez-ali,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:28.494+00:00,
,,,1993-01-31,,,Al-Rayyan,2026-05-17T20:17:33.61+00:00,,Ahmed Alaaeldin,,,3952,,,Ahmed Alaaeldin,Qatar,,,FW,,,ahmed-alaaeldin,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:29.013+00:00,
,,,1994-08-19,,,Al-Duhail,2026-05-17T20:17:34.141+00:00,,Edmilson Junior,,,3954,,,Edmilson Junior,Qatar,,,FW,,,edmilson-junior,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:29.532+00:00,
,,,2004-02-20,,,Al-Duhail,2026-05-17T20:17:34.653+00:00,,Mubarak Shanan,,,3956,,,Mubarak Shanan,Qatar,,,FW,,,mubarak-shanan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,41,2026-05-17T20:24:30.049+00:00,
,,,1993-08-17,,,Fenerbahçe,2026-05-17T20:17:35.212+00:00,,Ederson,,,3958,,,Ederson,Brazil,,,GK,,,ederson,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:30.563+00:00,
,,,1999-01-31,,,Corinthians,2026-05-17T20:17:35.721+00:00,,Hugo Souza,,,3960,,,Hugo Souza,Brazil,,,GK,,,hugo-souza,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:31.139+00:00,
,,,1996-02-13,,,Nottingham Forest,2026-05-17T20:17:36.315+00:00,,John Victor,,,3962,,,John Victor,Brazil,,,GK,,,john-victor,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:31.758+00:00,
,,,1994-05-14,,,Paris Saint-Germain,2026-05-17T20:17:36.932+00:00,,Marquinhos,,,3964,,,Marquinhos,Brazil,,,DF,,,marquinhos,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:32.366+00:00,
,,,1991-01-26,,,Flamengo,2026-05-17T20:17:37.545+00:00,,Alex Sandro,,,3966,,,Alex Sandro,Brazil,,,DF,,,alex-sandro,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:32.982+00:00,
,,,1997-03-18,,,Juventus,2026-05-17T20:17:38.113+00:00,,Bremer,,,3968,,,Bremer,Brazil,,,DF,,,bremer,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:33.544+00:00,
,,,2003-09-06,,,Roma,2026-05-17T20:17:38.628+00:00,,Wesley,,,3970,,,Wesley,Brazil,,,DF,,,wesley,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:34.209+00:00,
,,,1994-03-22,,,Zenit Saint Petersburg,2026-05-17T20:17:39.145+00:00,,Douglas Santos,,,3972,,,Douglas Santos,Brazil,,,DF,,,douglas-santos,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:34.718+00:00,
,,,1999-08-09,,,Lille,2026-05-17T20:17:39.797+00:00,,Alexsandro,,,3974,,,Alexsandro,Brazil,,,DF,,,alexsandro,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:35.235+00:00,
,,,1996-01-03,,,Flamengo,2026-05-17T20:17:40.423+00:00,,Léo Ortiz,,,3976,,,Léo Ortiz,Brazil,,,DF,,,leo-ortiz,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:35.849+00:00,
,,,1999-07-23,,,Botafogo,2026-05-17T20:17:41.027+00:00,,Vitinho,,,3978,,,Vitinho,Brazil,,,DF,,,vitinho,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:36.463+00:00,
,,,1999-08-29,,,Bahia,2026-05-17T20:17:41.64+00:00,,Luciano Juba,,,3980,,,Luciano Juba,Brazil,,,DF,,,luciano-juba,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:36.98+00:00,
,,,1992-02-23,,,Manchester United,2026-05-17T20:17:42.259+00:00,,Casemiro ( captain ),,,3982,,,Casemiro ( captain ),Brazil,,,MF,,,casemiro-captain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:37.543+00:00,
,,,1997-11-16,,,Newcastle United,2026-05-17T20:17:43.258+00:00,,Bruno Guimarães,,,3984,,,Bruno Guimarães,Brazil,,,MF,,,bruno-guimaraes,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:38.2+00:00,
,,,1992-10-02,,,Liverpool,2026-05-17T20:17:34.952+00:00,,Alisson,,,3957,,,Alisson,Brazil,,,GK,,,alisson,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:30.306+00:00,
,,,1999-06-10,,,Al-Nassr,2026-05-17T20:17:35.471+00:00,,Bento,,,3959,,,Bento,Brazil,,,GK,,,bento,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:30.819+00:00,
,,,1987-12-13,,,Grêmio,2026-05-17T20:17:35.982+00:00,,Weverton,,,3961,,,Weverton,Brazil,,,GK,,,weverton,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:31.446+00:00,
,,,1984-09-22,,,Porto,2026-05-17T20:17:36.623+00:00,,Thiago Silva,,,3963,,,Thiago Silva,Brazil,,,DF,,,thiago-silva,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:32.061+00:00,
,,,1991-07-15,,,Flamengo,2026-05-17T20:17:37.274+00:00,,Danilo Luiz,,,3965,,,Danilo Luiz,Brazil,,,DF,,,danilo-luiz,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:32.621+00:00,
,,,1997-12-19,,,Arsenal,2026-05-17T20:17:37.853+00:00,,Gabriel Magalhães,,,3967,,,Gabriel Magalhães,Brazil,,,DF,,,gabriel-magalhaes,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:33.288+00:00,
,,,1996-02-12,,,Cruzeiro,2026-05-17T20:17:38.372+00:00,,Fabrício Bruno,,,3969,,,Fabrício Bruno,Brazil,,,DF,,,fabricio-bruno,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:33.904+00:00,
,,,1998-11-23,,,Al-Ahli,2026-05-17T20:17:38.888+00:00,,Roger Ibañez,,,3971,,,Roger Ibañez,Brazil,,,DF,,,roger-ibanez,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:34.462+00:00,
,,,1999-01-07,,,Inter Milan,2026-05-17T20:17:39.491+00:00,,Carlos Augusto,,,3973,,,Carlos Augusto,Brazil,,,DF,,,carlos-augusto,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:34.978+00:00,
,,,1996-07-25,,,Vasco da Gama,2026-05-17T20:17:40.049+00:00,,Paulo Henrique,,,3975,,,Paulo Henrique,Brazil,,,DF,,,paulo-henrique,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:35.496+00:00,
,,,1996-01-31,,,Flamengo,2026-05-17T20:17:40.721+00:00,,Léo Pereira,,,3977,,,Léo Pereira,Brazil,,,DF,,,leo-pereira,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:36.159+00:00,
,,,2003-03-08,,,Cruzeiro,2026-05-17T20:17:41.333+00:00,,Kaiki,,,3979,,,Kaiki,Brazil,,,DF,,,kaiki,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:36.721+00:00,
,,,2006-01-12,,,Girona,2026-05-17T20:17:41.949+00:00,,Vitor Reis,,,3981,,,Vitor Reis,Brazil,,,DF,,,vitor-reis,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:37.282+00:00,
,,,1997-08-27,,,Flamengo,2026-05-17T20:17:42.871+00:00,,Lucas Paquetá,,,3983,,,Lucas Paquetá,Brazil,,,MF,,,lucas-paqueta,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:37.897+00:00,
,,,1996-01-01,,,Palmeiras,2026-05-17T20:17:44.049+00:00,,Andreas Pereira,,,3987,,,Andreas Pereira,Brazil,,,MF,,,andreas-pereira,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:38.987+00:00,
,,,2004-05-03,,,Chelsea,2026-05-17T20:17:44.667+00:00,,Andrey Santos,,,3989,,,Andrey Santos,Brazil,,,MF,,,andrey-santos,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:39.507+00:00,
,,,1996-05-05,,,Cruzeiro,2026-05-17T20:17:45.204+00:00,,Matheus Pereira,,,3991,,,Matheus Pereira,Brazil,,,MF,,,matheus-pereira,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:40.048+00:00,
,,,1992-02-05,,,Santos,2026-05-17T20:17:45.742+00:00,,Neymar,,,3993,,,Neymar,Brazil,,,FW,,,neymar,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:40.573+00:00,
,,,1997-05-10,,,Tottenham Hotspur,2026-05-17T20:17:46.253+00:00,,Richarlison,,,3995,,,Richarlison,Brazil,,,FW,,,richarlison,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:41.089+00:00,
,,,1996-12-14,,,Barcelona,2026-05-17T20:17:46.786+00:00,,Raphinha,,,3997,,,Raphinha,Brazil,,,FW,,,raphinha,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:41.607+00:00,
,,,1999-05-27,,,Manchester United,2026-05-17T20:17:47.58+00:00,,Matheus Cunha,,,3999,,,Matheus Cunha,Brazil,,,FW,,,matheus-cunha,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:42.132+00:00,
,,,2006-07-21,,,Lyon,2026-05-17T20:17:48.196+00:00,,Endrick,,,4001,,,Endrick,Brazil,,,FW,,,endrick,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:42.645+00:00,
,,,2004-04-10,,,Manchester City,2026-05-17T20:17:48.809+00:00,,Savinho,,,4003,,,Savinho,Brazil,,,FW,,,savinho,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:43.161+00:00,
,,,1997-06-20,,,Flamengo,2026-05-17T20:17:49.425+00:00,,Pedro,,,4005,,,Pedro,Brazil,,,FW,,,pedro,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:43.697+00:00,
,,,2001-06-26,,,Brentford,2026-05-17T20:17:49.935+00:00,,Igor Thiago,,,4007,,,Igor Thiago,Brazil,,,FW,,,igor-thiago,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:44.218+00:00,
,,,1999-12-23,,,Flamengo,2026-05-17T20:17:50.551+00:00,,Samuel Lino,,,4009,,,Samuel Lino,Brazil,,,FW,,,samuel-lino,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,60,2026-05-17T20:24:44.732+00:00,
,,,1988-01-29,,,Bastia,2026-05-17T20:17:51.061+00:00,,Johny Placide ( captain ),,,4011,,,Johny Placide ( captain ),Haiti,,,GK,,,johny-placide-captain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:45.373+00:00,
,,,2000-04-27,,,Cosmos Koblenz &#91; de &#93;,2026-05-17T20:17:51.677+00:00,,Josué Duverger,,,4013,,,Josué Duverger,Haiti,,,GK,,,josue-duverger,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:45.894+00:00,
,,,1996-06-28,,,Angers,2026-05-17T20:17:52.245+00:00,,Carlens Arcus,,,4015,,,Carlens Arcus,Haiti,,,DF,,,carlens-arcus,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:46.42+00:00,
,,,1997-07-12,,,Gent,2026-05-17T20:17:52.82+00:00,,Jean-Kévin Duverne,,,4017,,,Jean-Kévin Duverne,Haiti,,,DF,,,jean-kevin-duverne,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:46.939+00:00,
,,,2001-08-24,,,Zulte Waregem,2026-05-17T20:17:53.422+00:00,,Wilguens Paugain,,,4019,,,Wilguens Paugain,Haiti,,,DF,,,wilguens-paugain,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:47.526+00:00,
,,,2006-03-29,,,Young Boys,2026-05-17T20:17:53.933+00:00,,Keeto Thermoncy,,,4021,,,Keeto Thermoncy,Haiti,,,DF,,,keeto-thermoncy,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:48.137+00:00,
,,,2000-05-20,,,Philadelphia Union,2026-05-17T20:17:54.544+00:00,,Danley Jean Jacques,,,4023,,,Danley Jean Jacques,Haiti,,,MF,,,danley-jean-jacques,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:48.762+00:00,
,,,1998-06-27,,,Wolverhampton Wanderers,2026-05-17T20:17:55.079+00:00,,Jean-Ricner Bellegarde,,,4025,,,Jean-Ricner Bellegarde,Haiti,,,MF,,,jean-ricner-bellegarde,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:49.368+00:00,
,,,2000-07-29,,,Tatran Prešov,2026-05-17T20:17:55.601+00:00,,Dominique Simon,,,4027,,,Dominique Simon,Haiti,,,MF,,,dominique-simon,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:49.98+00:00,
,,,1995-03-29,,,Çaykur Rizespor,2026-05-17T20:17:56.13+00:00,,Frantzdy Pierrot,,,4029,,,Frantzdy Pierrot,Haiti,,,FW,,,frantzdy-pierrot,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:50.551+00:00,
,,,2001-02-11,,,FC Dallas,2026-05-17T20:17:56.797+00:00,,Louicius Deedson,,,4031,,,Louicius Deedson,Haiti,,,FW,,,louicius-deedson,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,28,2026-05-17T20:24:51.108+00:00,
